"","Resp1","Resp2","HR1","HR2","Resp1S","Resp2S","HR1S","HR2S"
"1",-0.0223150078603582,-1.58296135268754,-0.605004216594696,-0.284685816613133,-0.0223150078603582,-1.58296135268754,-0.605004216594696,-0.284685816613133
"2",-0.0223150078603582,-1.65587770056502,-0.605004216594696,-0.329123204935051,-0.0223150078603582,-1.65587770056502,-0.605004216594696,-0.329123204935051
"3",-0.0223150078603582,-1.68656385860113,-0.605004216594696,-0.329123204935051,-0.0223150078603582,-1.68656385860113,-0.605004216594696,-0.329123204935051
"4",-0.0223150078603582,-1.68501862234691,-0.605004216594696,-0.329123204935051,-0.0223150078603582,-1.68501862234691,-0.605004216594696,-0.329123204935051
"5",-0.0223150078603582,-1.6583650867274,-0.605004216594696,-0.329123204935051,-0.0223150078603582,-1.6583650867274,-0.605004216594696,-0.329123204935051
"6",-0.0223150078603582,-1.63485903735699,-0.605004216594696,-0.329123204935051,-0.0223150078603582,-1.63485903735699,-0.605004216594696,-0.329123204935051
"7",-0.0223150078603582,-1.62902353868108,-0.605004216594696,-0.401536727961435,-0.0223150078603582,-1.62902353868108,-0.605004216594696,-0.401536727961435
"8",-0.0223150078603582,-1.62348026777125,-0.605004216594696,-0.463222321650577,-0.0223150078603582,-1.62348026777125,-0.605004216594696,-0.463222321650577
"9",-2.26744046270619,-1.50637309565135,-0.605004216594696,-0.463222321650577,-2.26744046270619,-1.50637309565135,-0.605004216594696,-0.463222321650577
"10",-2.23918782586427,-1.19854159166884,-0.605004216594696,-0.463222321650577,-2.23918782586427,-1.19854159166884,-0.605004216594696,-0.463222321650577
"11",-1.803898658745,-0.747343300905501,-0.605004216594696,-0.463222321650577,-1.803898658745,-0.747343300905501,-0.605004216594696,-0.463222321650577
"12",-1.44598762593476,-0.262023882048127,-0.605004216594696,-0.378574237469238,-1.44598762593476,-0.262023882048127,-0.605004216594696,-0.378574237469238
"13",-1.21633314816009,0.167327881841647,-0.605004216594696,-0.322142181348346,-1.21633314816009,0.167327881841647,-0.605004216594696,-0.322142181348346
"14",-1.0702399131825,0.502448439206494,-0.391507408337447,-0.322142181348346,-1.0702399131825,0.502448439206494,-0.391507408337447,-0.322142181348346
"15",-0.916411415579965,0.727777869055542,-1.5933235004116,-0.322142181348346,-0.916411415579965,0.727777869055542,-1.5933235004116,-0.322142181348346
"16",-0.683463689302795,0.829187631678333,-2.03934980060709,-0.322142181348346,-0.683463689302795,0.829187631678333,-2.03934980060709,-0.322142181348346
"17",-0.397650396739567,0.828693311333766,-2.03934980060709,-0.30592526355643,-0.397650396739567,0.828693311333766,-2.03934980060709,-0.30592526355643
"18",-0.189392440491979,0.769941557241773,-2.03934980060709,-0.286888012235485,-0.189392440491979,0.769941557241773,-2.03934980060709,-0.286888012235485
"19",-0.117676418198058,0.686474734712921,-2.03934980060709,-0.286888012235485,-0.117676418198058,0.686474734712921,-2.03934980060709,-0.286888012235485
"20",-0.166410807512124,0.605159426173749,-1.47101175468861,-0.286888012235485,-0.166410807512124,0.605159426173749,-1.47101175468861,-0.286888012235485
"21",-0.341347111525231,0.542848324090329,0.146565760617825,-0.286888012235485,-0.341347111525231,0.542848324090329,0.146565760617825,-0.286888012235485
"22",-0.581576824466486,0.540855775795124,0.146565760617825,-0.291806460671572,-0.581576824466486,0.540855775795124,0.146565760617825,-0.291806460671572
"23",-0.783276726324137,0.638689284687955,0.146565760617825,-0.336072496596362,-0.783276726324137,0.638689284687955,0.146565760617825,-0.336072496596362
"24",-0.961574902291993,0.827964553247702,0.223895050314042,-0.336072496596362,-0.961574902291993,0.827964553247702,0.223895050314042,-0.336072496596362
"25",-1.17587375395226,1.07298269945557,0.790976508086303,-0.336072496596362,-1.17587375395226,1.07298269945557,0.790976508086303,-0.336072496596362
"26",-1.39076674023852,1.32416488494176,0.790976508086303,-0.336072496596362,-1.39076674023852,1.32416488494176,0.790976508086303,-0.336072496596362
"27",-1.56143800640076,1.53607797244295,0.790976508086303,-0.336072496596362,-1.56143800640076,1.53607797244295,0.790976508086303,-0.336072496596362
"28",-1.68499069466718,1.67781395923168,0.910599128517567,-0.241053784557718,-1.68499069466718,1.67781395923168,0.910599128517567,-0.241053784557718
"29",-1.7567392228069,1.74074927983432,1.33471569186478,-0.214253635008358,-1.7567392228069,1.74074927983432,1.33471569186478,-0.214253635008358
"30",-1.82814124765981,1.73105970404163,1.33471569186478,-0.214253635008358,-1.82814124765981,1.73105970404163,1.33471569186478,-0.214253635008358
"31",-1.90357264298154,1.68289180480923,1.33471569186478,-0.214253635008358,-1.90357264298154,1.68289180480923,1.33471569186478,-0.214253635008358
"32",-1.89541006392536,1.63398462453107,1.33471569186478,-0.214253635008358,-1.89541006392536,1.63398462453107,1.33471569186478,-0.214253635008358
"33",-1.77570322354002,1.59099152011148,1.33471569186478,-0.214253635008358,-1.77570322354002,1.59099152011148,1.33471569186478,-0.214253635008358
"34",-1.62865309772673,1.55016562786736,1.33471569186478,-0.214253635008358,-1.62865309772673,1.55016562786736,1.33471569186478,-0.214253635008358
"35",-1.52288201005248,1.50588380589968,1.33471569186478,-0.214253635008358,-1.52288201005248,1.50588380589968,1.33471569186478,-0.214253635008358
"36",-1.4673211673856,1.45644124848336,1.33471569186478,-0.214253635008358,-1.4673211673856,1.45644124848336,1.33471569186478,-0.214253635008358
"37",-1.4079266665298,1.41744721376461,1.33471569186478,-0.214253635008358,-1.4079266665298,1.41744721376461,1.33471569186478,-0.214253635008358
"38",-1.26972174253446,1.41265150426228,1.33471569186478,-0.214253635008358,-1.26972174253446,1.41265150426228,1.33471569186478,-0.214253635008358
"39",-1.08131063676249,1.43888990049627,1.33471569186478,-0.214253635008358,-1.08131063676249,1.43888990049627,1.33471569186478,-0.214253635008358
"40",-0.910954496716466,1.48736512190415,1.33471569186478,-0.214253635008358,-0.910954496716466,1.48736512190415,1.33471569186478,-0.214253635008358
"41",-0.696119072865477,1.53336900035051,-0.296761366112804,-0.214253635008358,-0.696119072865477,1.53336900035051,-0.296761366112804,-0.214253635008358
"42",-0.445714804454112,1.55902578742669,-0.316336386691928,-0.214253635008358,-0.445714804454112,1.55902578742669,-0.316336386691928,-0.214253635008358
"43",-0.212752405399326,1.56869768119693,-0.316336386691928,-0.214253635008358,-0.212752405399326,1.56869768119693,-0.316336386691928,-0.214253635008358
"44",-0.00190368809455257,1.57928084602638,-0.316336386691928,-0.110629978743626,-0.00190368809455257,1.57928084602638,-0.316336386691928,-0.110629978743626
"45",0.203039123351626,1.58932259595392,-0.316336386691928,-0.0548326253703088,0.203039123351626,1.58932259595392,-0.316336386691928,-0.0548326253703088
"46",0.360727464407749,1.58896205520356,-0.316336386691928,-0.0548326253703088,0.360727464407749,1.58896205520356,-0.316336386691928,-0.0548326253703088
"47",0.448710405173638,1.57402462765655,0.862514812771174,-0.0548326253703088,0.448710405173638,1.57402462765655,0.862514812771174,-0.0548326253703088
"48",0.486786714561338,1.55406878337815,0.993498279378186,-0.0548326253703088,0.486786714561338,1.55406878337815,0.993498279378186,-0.0548326253703088
"49",0.470507606397193,1.54475191011711,0.993498279378186,-0.0548326253703088,0.470507606397193,1.54475191011711,0.993498279378186,-0.0548326253703088
"50",0.449269099398309,1.54988599315142,0.73246349976229,-0.0548326253703088,0.449269099398309,1.54988599315142,0.73246349976229,-0.0548326253703088
"51",0.460711157119537,1.56258211653624,0.268401669334032,-0.0548326253703088,0.460711157119537,1.56258211653624,0.268401669334032,-0.0548326253703088
"52",0.520762998412604,1.55960230761219,0.268401669334032,-0.0548326253703088,0.520762998412604,1.55960230761219,0.268401669334032,-0.0548326253703088
"53",0.599157843343006,1.52914187568701,0.268401669334032,-0.0548326253703088,0.599157843343006,1.52914187568701,0.268401669334032,-0.0548326253703088
"54",0.687446203618382,1.48415156526875,0.268401669334032,-0.0548326253703088,0.687446203618382,1.48415156526875,0.268401669334032,-0.0548326253703088
