"","Resp1","Resp2","HR1","HR2","Resp1S","Resp2S","HR1S","HR2S"
"1",-1.22986825020435,-1.76114152065278,0.266383500758795,3.58385176399215,-1.22986825020435,-1.76114152065278,0.266383500758795,3.58385176399215
"2",-0.949744791760283,-1.76114152065278,0.312332056853864,3.58385176399215,-0.949744791760283,-1.76114152065278,0.312332056853864,3.58385176399215
"3",-0.787929038982713,-1.76114152065278,0.378453149771154,3.58385176399215,-0.787929038982713,-1.76114152065278,0.378453149771154,3.58385176399215
"4",-0.770274589572871,-1.67712599884611,0.378453149771154,3.58385176399215,-0.770274589572871,-1.67712599884611,0.378453149771154,3.58385176399215
"5",-0.899245322042522,-1.27487977906049,0.378453149771154,2.87193678085636,-0.899245322042522,-1.27487977906049,0.378453149771154,2.87193678085636
"6",-1.11567055217357,-0.660789348633943,0.378453149771154,1.04129825279291,-1.11567055217357,-0.660789348633943,0.378453149771154,1.04129825279291
"7",-1.34087251285499,0.0209207621415811,0.378453149771154,1.04129825279291,-1.34087251285499,0.0209207621415811,0.378453149771154,1.04129825279291
"8",-1.5463037973767,0.599259596415739,0.378453149771154,1.04129825279291,-1.5463037973767,0.599259596415739,0.378453149771154,1.04129825279291
"9",-1.72089132309181,0.972075421973017,0.378453149771154,1.04129825279291,-1.72089132309181,0.972075421973017,0.378453149771154,1.04129825279291
"10",-1.86080403057899,1.14248640267808,0.378453149771154,1.04129825279291,-1.86080403057899,1.14248640267808,0.378453149771154,1.04129825279291
"11",-1.98758825788484,1.15711178297841,0.364167328438905,1.04129825279291,-1.98758825788484,1.15711178297841,0.364167328438905,1.04129825279291
"12",-2.09603237831389,1.08656359117356,0.140356127566972,0.801928256310967,-2.09603237831389,1.08656359117356,0.140356127566972,0.801928256310967
"13",-2.14886816236351,1.00010973557629,0.140356127566972,0.552788055890987,-2.14886816236351,1.00010973557629,0.140356127566972,0.552788055890987
"14",-2.14578831422381,0.923713147073181,0.140356127566972,0.552788055890987,-2.14578831422381,0.923713147073181,0.140356127566972,0.552788055890987
"15",-2.12860632473952,0.849171634582472,0.140356127566972,0.552788055890987,-2.12860632473952,0.849171634582472,0.140356127566972,0.552788055890987
"16",-2.12441363661683,0.77182952210871,0.140356127566972,0.552788055890987,-2.12441363661683,0.77182952210871,0.140356127566972,0.552788055890987
"17",-2.14533140610413,0.701961278562089,0.140356127566972,0.552788055890987,-2.14533140610413,0.701961278562089,0.140356127566972,0.552788055890987
"18",-2.16458532922028,0.645108223237051,0.140356127566972,0.552788055890987,-2.16458532922028,0.645108223237051,0.140356127566972,0.552788055890987
"19",-2.17108283434646,0.601228201797482,0.140356127566972,0.486552660727242,-2.17108283434646,0.601228201797482,0.140356127566972,0.486552660727242
"20",-2.17631867461311,0.572457845840071,0.140356127566972,0.138816836117574,-2.17631867461311,0.572457845840071,0.140356127566972,0.138816836117574
