"","Resp1","Resp2","HR1","HR2","Resp1S","Resp2S","HR1S","HR2S"
"1",-0.038483558168329,0.217363781960628,0.256594049159821,-0.0808982287526152,-0.038483558168329,0.217363781960628,0.256594049159821,-0.0808982287526152
"2",-0.038483558168329,-0.201733142271542,0.256594049159821,-0.0808982287526152,-0.038483558168329,-0.201733142271542,0.256594049159821,-0.0808982287526152
"3",-1.35984239323538,-0.705113882656499,0.256594049159821,-0.0808982287526152,-1.35984239323538,-0.705113882656499,0.256594049159821,-0.0808982287526152
"4",-2.25361338198678,-1.08211672548362,0.256594049159821,-0.0808982287526152,-2.25361338198678,-1.08211672548362,0.256594049159821,-0.0808982287526152
"5",-1.57455990255322,-1.14296279300899,0.256594049159821,-0.0808982287526152,-1.57455990255322,-1.14296279300899,0.256594049159821,-0.0808982287526152
"6",-0.854717703020151,-0.894195949957237,0.256594049159821,-0.0808982287526152,-0.854717703020151,-0.894195949957237,0.256594049159821,-0.0808982287526152
"7",-0.167104633875354,-0.486678825289008,0.256594049159821,-0.0808982287526152,-0.167104633875354,-0.486678825289008,0.256594049159821,-0.0808982287526152
"8",0.375513674054989,-0.0573238155060877,0.256594049159821,-0.0808982287526152,0.375513674054989,-0.0573238155060877,0.256594049159821,-0.0808982287526152
"9",0.717060010447306,0.321216313945068,0.256594049159821,-0.0808982287526152,0.717060010447306,0.321216313945068,0.256594049159821,-0.0808982287526152
"10",0.8831882901234,0.604377850618194,0.256594049159821,-0.0808982287526152,0.8831882901234,0.604377850618194,0.256594049159821,-0.0808982287526152
"11",0.917711811753984,0.780578515489476,0.256594049159821,-0.0808982287526152,0.917711811753984,0.780578515489476,0.256594049159821,-0.0808982287526152
"12",0.887407787535947,0.879649395090461,0.256594049159821,-0.0808982287526152,0.887407787535947,0.879649395090461,0.256594049159821,-0.0808982287526152
"13",0.822741427047339,0.936938137695827,0.256594049159821,-0.0808982287526152,0.822741427047339,0.936938137695827,0.256594049159821,-0.0808982287526152
"14",0.742584947567713,0.970394362309049,0.256594049159821,-0.0808982287526152,0.742584947567713,0.970394362309049,0.256594049159821,-0.0808982287526152
"15",0.689287596436637,0.982244058461826,0.256594049159821,-0.0808982287526152,0.689287596436637,0.982244058461826,0.256594049159821,-0.0808982287526152
"16",0.65322487227147,0.979492633200709,0.256594049159821,-0.0808982287526152,0.65322487227147,0.979492633200709,0.256594049159821,-0.0808982287526152
"17",0.650173527518218,0.971135795068976,0.256594049159821,-0.0808982287526152,0.650173527518218,0.971135795068976,0.256594049159821,-0.0808982287526152
"18",0.690830916845379,0.949428214306507,0.256594049159821,-0.0808982287526152,0.690830916845379,0.949428214306507,0.256594049159821,-0.0808982287526152
"19",0.755075783500229,0.877799105091695,0.256594049159821,-1.1646967828015,0.755075783500229,0.877799105091695,0.256594049159821,-1.1646967828015
"20",0.779687434958516,0.728099270522337,0.256594049159821,-2.60135998235468,0.779687434958516,0.728099270522337,0.256594049159821,-2.60135998235468
"21",0.743033207583517,0.524831085153314,0.256594049159821,-2.60135998235468,0.743033207583517,0.524831085153314,0.256594049159821,-2.60135998235468
"22",0.667179465401262,0.319240146482212,0.256594049159821,-2.60135998235468,0.667179465401262,0.319240146482212,0.256594049159821,-2.60135998235468
"23",0.565101482825914,0.130724147564362,0.256594049159821,-2.60135998235468,0.565101482825914,0.130724147564362,0.256594049159821,-2.60135998235468
"24",0.457848361898814,-0.0348776831521343,0.256594049159821,-2.60135998235468,0.457848361898814,-0.0348776831521343,0.256594049159821,-2.60135998235468
"25",0.353612319129268,-0.173375540851899,0.256594049159821,-2.60135998235468,0.353612319129268,-0.173375540851899,0.256594049159821,-2.60135998235468
"26",0.264778596390953,-0.305045609197484,0.256594049159821,-2.60135998235468,0.264778596390953,-0.305045609197484,0.256594049159821,-2.60135998235468
"27",0.232908015188549,-0.421241030554364,0.256594049159821,-2.60135998235468,0.232908015188549,-0.421241030554364,0.256594049159821,-2.60135998235468
"28",0.270092271794833,-0.502444685321146,0.256594049159821,-2.60135998235468,0.270092271794833,-0.502444685321146,0.256594049159821,-2.60135998235468
"29",0.33733289190176,-0.551932262692394,0.256594049159821,-2.33548469957971,0.33733289190176,-0.551932262692394,0.256594049159821,-2.33548469957971
